Name,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,
107 Light Rose,50.175,51.18,51.192,51.347,51.678,51.971,51.642,50.525,49.113,46.919,44.275,41.672,39.618,37.863,35.809,33.615,31.294,29.606,28.479,27.967,27.778,27.538,27.339,27.27,27.607,28.421,29.644,31.347,33.436,35.576,37.531,39.227,41.485,45.567,51.734,59.026,65.862,72.373,78.494,83.155,85.811,86.853,87.039,86.661,86.965,87.76,88.916,90.099,91.185,91.651,91.925,91.822,91.28,90.543,90.072,89.759,89.724,89.796,89.998,90.071,,
108 English Rose,34.847,34.071,33.776,33.957,34.116,34.027,33.607,32.904,31.947,30.853,29.902,29.29,28.97,28.472,27.9,27.431,27.319,27.765,28.341,28.921,29.38,29.769,30.427,31.742,33.578,35.794,37.979,40.073,42.257,44.908,48.12,51.896,56.8,62.826,69.414,76.206,81.231,84.334,86.332,87.49,88.438,88.825,89.633,89.86,89.925,89.83,89.794,89.823,89.857,90.293,90.729,91.493,91.458,91.34,90.774,89.851,89.265,88.917,88.454,88.691,,
109 Light Salmon,54.039,55.904,57.184,56.253,54.978,55.386,55.658,53.696,51.097,48.942,47.868,46.796,44.856,42.358,40.23,38.912,38.036,37.403,36.199,34.971,33.976,33.295,33.054,33.301,33.905,34.865,36.151,37.668,39.112,40.42,41.207,42.289,44.974,50.179,58.044,66.662,73.301,78.483,82.752,86.357,88.578,89.599,89.665,88.381,87.178,86.668,86.753,87.436,88.836,90.304,91.542,91.912,91.612,90.964,89.561,88.515,87.764,87.691,88.039,89.062,,
110 Middle Rose,62.41,63.68,63.501,63.362,64.028,65.035,64.938,64.008,63.74,63.234,61.768,59.473,57.526,55.968,54.38,52.42,49.866,47.991,46.259,44.722,42.889,40.74,38.939,38.174,38.434,39.061,39.216,38.196,36.182,33.927,32.462,32.331,34.603,39.232,45.997,54.343,62.241,68.776,74.201,78.891,82.803,85.952,88.336,89.49,89.974,90.116,89.608,89.129,89.123,89.61,90.076,90.692,91,91.184,91.019,90.686,90.459,90.333,90.324,90.484,,
111 Dark Pink,55.31,54.937,56.04,57.064,56.57,54.932,53.738,53.145,51.925,48.857,45.147,42.046,39.974,37.682,34.669,31.293,28.291,26.122,24.257,22.326,20.246,18.059,16.413,15.506,15.464,16.007,16.539,16.412,15.592,14.427,13.627,13.84,15.614,19.704,26.772,37.312,49.061,59.739,67.958,73.349,77.19,80.483,83.711,86.322,88.509,89.655,89.606,88.648,87.392,86.446,86.009,86.374,87.113,88.201,89.45,90.5,91.142,91.013,90.411,90.069,,
113 Magenta,7.402,7.874,8.119,8.428,8.876,9.311,9.527,9.503,9.06,8.072,6.821,5.53,4.37,3.366,2.525,1.856,1.347,0.975,0.69,0.47,0.3,0.185,0.119,0.088,0.077,0.073,0.071,0.058,0.038,0.022,0.013,0.012,0.014,0.025,0.082,0.359,1.251,3.975,10.102,20.499,33.093,45.064,55.052,62.886,69.504,74.527,78.371,80.359,81.791,82.589,83.045,83.671,84.17,84.455,84.461,84.505,84.751,85.326,85.602,86.133,,
115 Peacock Blue,37.098,42.078,45.794,47.663,50.088,52.98,54.155,55.836,59.247,60.7,60.436,62.111,64.796,66.379,68.007,70.524,73.034,75.244,77.27,78.156,77.162,75.587,74.983,74.284,70.789,65.413,60.873,57.075,52.227,45.525,37.817,30.556,24.123,18.479,13.922,10.259,7.654,5.56,3.91,2.622,1.779,1.289,1.053,0.939,0.917,0.95,1.04,1.154,1.246,1.256,1.142,0.918,0.684,0.54,0.51,0.569,0.825,1.473,2.759,4.884,,
116 Medium Blue Green,6.522,9.711,12.232,14.633,16.988,18.454,21.184,24.064,25.947,28.203,29.982,31.296,33.924,37.194,40.201,43.962,48.53,52.673,54.917,56.048,55.758,53.552,50.039,45.497,39.812,33.626,27.58,21.312,15.355,10.218,6.157,3.268,1.559,0.674,0.282,0.109,0.044,0.018,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.012,,
117 Steel Blue,78.778,79.131,78.92,81.618,85.366,87.485,86.47,85.212,86.576,89.069,90.013,88.665,87.144,86.683,87.232,87.543,87.075,86.179,84.683,83.885,83.261,82.1,80.359,78.359,76.326,74.442,72.935,71.216,68.987,66.121,62.432,58.118,54.484,51.048,48.269,46.314,44.674,42.979,40.485,37.096,33.798,31.465,29.852,28.637,28.376,29.022,30.674,32.656,34.361,34.746,33.034,29.164,24.893,22.953,22.715,24.858,30.64,38.915,47.459,54.946,,
118 Light Blue,48.376,52.918,57.832,62.947,65.612,67.724,71.484,75.595,77.833,77.356,76.388,76.806,77.908,77.916,76.263,74.337,72.417,71.134,68.965,66.202,62.797,59.151,55.38,51.198,46.573,41.468,36.727,32.385,28.527,24.555,20.292,15.748,11.661,8.3,5.987,4.477,3.544,2.885,2.302,1.748,1.303,1.007,0.829,0.737,0.727,0.801,0.989,1.291,1.656,1.951,2.012,1.78,1.462,1.328,1.383,1.74,2.701,4.638,7.715,11.892,,
119 Dark Blue,14.579,18.547,21.903,25.52,30.325,35.673,40.423,44.057,45.912,46.856,46.957,45.722,43.279,41.07,38.912,35.655,31.064,26.47,22.169,18.327,15.027,12.102,9.261,6.565,4.309,2.686,1.724,1.176,0.858,0.624,0.41,0.228,0.11,0.049,0.026,0.018,0.013,0.014,0.017,0.016,0.013,0.01,0.01,0.01,0.01,0.01,0.01,0.018,0.055,0.16,0.352,0.562,0.668,0.717,0.819,1.068,1.744,3.378,6.52,11.334,,
120 Deep Blue,6.841,9.515,12.486,15.759,20.376,26.502,31.98,36.134,38.511,38.944,37.372,35.297,33.137,29.877,25.718,21.959,17.927,13.605,9.789,7.064,5.05,3.496,2.232,1.266,0.623,0.281,0.134,0.073,0.046,0.029,0.018,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.025,0.115,0.339,0.594,0.803,1.068,1.562,2.775,5.775,11.375,19.418,,
121 Lee Green,3.02,2.395,1.927,1.595,1.384,1.3,1.367,1.615,2.082,2.789,3.857,5.711,9.109,15.356,25.546,39.603,55.641,68.457,74.534,77.642,81.029,84.064,85.079,83.733,81.769,80.481,80.413,79.744,77.862,75.037,71.586,67.983,64.474,60.682,56.874,53.419,50.152,46.683,42.073,36.849,32.268,29.069,27.208,25.969,25.36,25.21,25.416,25.508,25.055,23.509,20.557,16.461,12.532,10.288,9.54,10.446,13.538,19.232,26.854,35.35,,
122 Fern Green,4.789,4.05,3.418,2.924,2.594,2.488,2.638,3.067,3.78,4.819,6.321,8.81,13.113,20.529,31.61,45.21,58.238,67.981,74.016,78.303,81.789,83.202,81.786,79.238,77.026,76.156,76.243,75.182,72.048,66.838,60.941,55.153,50.348,45.821,41.52,37.165,33.054,28.655,24.093,19.863,16.507,14.338,13.108,12.392,12.16,12.368,12.892,13.457,13.752,13.359,12.017,9.778,7.614,6.42,6.147,7.079,9.593,14.089,20.395,27.809,,
124 Dark Green,3.119,2.75,2.335,2,1.753,1.617,1.648,1.852,2.236,2.834,3.714,5.171,7.764,12.263,19.502,29.638,42.133,53.662,61.013,65.244,68.87,70.66,69.356,66.417,63.356,60.663,57.084,52.038,45.994,39.692,32.981,26.131,19.87,14.497,10.429,7.39,5.299,3.699,2.475,1.571,0.997,0.68,0.526,0.455,0.432,0.447,0.491,0.553,0.607,0.615,0.555,0.437,0.311,0.236,0.21,0.231,0.331,0.616,1.255,2.474,,
126 Mauve,24.147,25.543,27.215,28.578,29.568,31.385,33.345,34.127,33.585,31.76,28.739,24.93,21.071,17.014,13.094,9.77,7.036,4.909,3.178,1.863,0.965,0.453,0.212,0.113,0.071,0.056,0.041,0.029,0.014,0.01,0.01,0.01,0.01,0.01,0.01,0.046,0.164,0.697,2.295,5.346,8.858,11.517,12.757,12.969,13.245,14.478,17.444,22.83,30.761,40.976,52.016,62.221,69.869,75.415,78.377,80.388,82.362,84.141,85.522,86.772,,
127 Smokey Pink,15.153,14.869,14.756,14.359,13.488,12.78,12.192,11.486,10.657,9.915,9.36,8.828,8.276,7.812,7.541,7.485,7.446,7.32,7.099,6.941,6.988,7.197,7.395,7.487,7.516,7.597,7.626,7.429,6.933,6.113,5.256,4.617,4.465,4.909,6.04,7.88,10.059,12.394,14.67,16.533,17.974,18.967,19.555,19.922,20.538,21.983,24.535,28.429,33.502,39.146,44.923,50.441,55.279,59.649,63.601,66.96,69.924,73.105,75.881,79.303,,
128 Bright Pink,38.351,38.227,38.828,39.484,39.277,39.118,39.508,39.863,39.756,38.241,35.733,32.813,29.879,26.641,22.811,19.02,15.413,12.27,9.374,6.765,4.521,2.855,1.826,1.297,1.052,0.947,0.877,0.733,0.521,0.323,0.204,0.162,0.182,0.292,0.621,1.637,4.106,9.702,19.613,33.155,46.931,58.823,67.981,74.238,78.643,81.78,83.851,85.045,85.688,86.133,86.399,86.685,87.045,87.536,88.041,88.251,88.619,88.846,88.736,88.686,,
130 Clear,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,
131 Marine Blue,42.296,43.156,43.128,42.843,42.746,43.581,45.394,47.418,49.843,52.288,55.523,59.522,64.529,69.627,74.256,77.546,79.049,79.602,78.863,77.993,77.109,75.86,73.871,71.044,67.646,63.827,60.208,57.056,53.652,49.948,45.489,40.079,34.498,29.276,25.119,21.818,19.485,17.537,15.543,13.302,11.348,9.897,8.92,8.36,8.212,8.562,9.412,10.589,11.79,12.624,12.612,11.614,10.367,9.9,10.122,11.572,14.75,19.659,25.384,31.648,,
132 Medium Blue,26.638,31.015,34.397,38.802,43.517,47.317,51.432,55.912,57.782,57.525,58.098,58.53,57.177,54.63,52.911,51.378,47.909,43.388,38.981,35.337,31.704,27.73,23.646,19.62,15.611,11.808,8.883,6.845,5.572,4.598,3.663,2.623,1.695,1.014,0.617,0.419,0.346,0.34,0.365,0.362,0.319,0.247,0.182,0.132,0.106,0.106,0.144,0.249,0.507,1.013,1.709,2.284,2.411,2.373,2.531,3.021,4.366,7.499,12.906,20.295,,
134 Golden Amber,8.238,7.968,7.821,7.824,7.868,7.943,7.948,7.904,7.892,7.905,8.03,8.232,8.662,9.331,10.261,11.338,12.472,13.642,14.821,16.068,17.412,18.667,19.909,21.164,22.385,23.311,23.853,24.148,24.317,25.02,26.427,28.278,30.942,35.451,41.639,48.901,55.106,59.62,62.013,63.377,65.101,67.328,70.001,73.041,75.77,78.021,79.603,80.337,81.087,81.601,81.992,82.627,83.589,84.941,85.93,87.174,88.205,89.279,89.606,90.25,,
135 Deep Golden Amber,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.021,0.038,0.062,0.099,0.175,0.386,0.985,2.495,5.429,10.384,18.175,28.928,39.735,49.434,56.774,61.525,64.407,66.367,67.561,68.282,68.969,70.272,71.341,71.092,70.701,71.281,72.518,74.088,74.75,74.733,74.359,75.093,76.885,78.77,79.402,79.96,,
136 Pale Lavender,65.196,68.5,69.824,68.488,68.125,69.969,71.977,71.465,69.729,68.779,69.469,69.84,69.349,67.179,65.061,63.954,63.137,62.192,60.123,57.688,55.096,52.453,50.21,47.982,45.955,43.825,41.783,39.493,36.859,34.017,31.352,29.443,28.718,29.344,31.4,34.437,37.716,41.567,45.122,47.704,49.623,50.131,50.004,49.638,49.793,51.308,54.521,59.028,64.347,69.769,74.44,78.04,80.924,83.218,84.991,86.172,87.755,88.915,89.341,90.419,,
137 Special Lavender,69.767,69.845,73.714,77.561,77.234,77.404,80.705,83.031,82.635,80.57,80.25,79.793,78.626,76.272,74.211,72.074,68.659,65.132,61.608,58.543,54.782,49.992,45.082,40.903,37.655,34.819,31.832,28.344,24.65,21.174,18.298,16.397,15.652,15.826,16.775,18.343,20.424,23.279,25.777,27.651,28.316,27.474,25.727,23.971,23.22,24.33,27.75,33.93,42.154,52.015,61.684,70.269,76.429,80.681,82.948,84.427,85.874,87.486,88.529,89.779,,
138 Pale Green,24.204,22.309,20.744,19.182,17.873,17.484,18.217,19.776,21.758,24.107,27.489,32.652,40.016,49.106,58.88,68.576,77.89,84.493,86.603,85.879,85.051,86.062,87.921,89.179,88.585,86.249,84.227,83.546,83.896,84.481,84.105,82.006,78.78,75.292,72.949,71.604,70.484,69.457,66.805,62.97,59.548,56.724,54.826,53.832,53.705,54.46,55.569,56.726,57.137,56.1,52.87,47.983,43.097,40.653,40.563,43.533,49.927,57.919,65.27,71.528,,
139 Primary Green,0.017,0.014,0.013,0.011,0.01,0.01,0.01,0.01,0.012,0.015,0.019,0.033,0.068,0.151,0.375,0.923,2.14,4.439,8.097,13.157,18.975,24.559,29.735,32.946,34.249,34.425,32.495,29.024,24.905,19.975,14.692,10.016,6.399,3.798,2.204,1.255,0.727,0.405,0.206,0.098,0.046,0.024,0.018,0.014,0.014,0.013,0.016,0.021,0.024,0.023,0.019,0.012,0.01,0.01,0.01,0.01,0.012,0.032,0.107,0.324,,
140 Summer Blue,61.426,64.593,66.896,69.525,71.823,73.913,75.787,77.254,78.503,79.095,79.319,79.259,79.741,79.774,79.421,78.623,77.06,75.438,73.9,72.44,71.172,69.681,67.489,64.156,60.263,56.113,52.536,49.811,47.316,44.694,41.497,37.143,32.322,27.699,23.97,21.322,19.745,18.731,17.564,16.019,14.415,12.968,11.867,11.135,10.901,11.407,12.66,14.585,16.641,18.381,19.018,18.369,17.153,16.757,17.264,19.385,23.765,30.036,36.93,43.945,,
141 Bright Blue,35.979,41.738,47.903,53.716,56.588,61.807,68.645,70.553,72.199,76.123,75.962,73.377,74.55,76.651,74.518,70.684,68.9,68.313,64.698,59.217,55.294,52.926,49.314,43.473,37.108,31.667,27.244,23.169,19.133,15.355,11.708,8.287,5.443,3.374,2.11,1.377,0.992,0.739,0.53,0.345,0.218,0.14,0.101,0.081,0.075,0.081,0.108,0.162,0.236,0.304,0.324,0.279,0.205,0.166,0.163,0.215,0.396,0.902,2.005,3.978,,
142 Pale Violet,62.537,66.679,67.266,69.478,74.185,76.791,77.083,79.05,80.862,79.591,77.428,75.915,73.968,71.254,68.435,66.088,62.144,57.591,53.022,49.198,45.156,40.345,35.326,31.064,27.463,24.183,21.037,18.115,15.662,13.612,11.881,10.439,9.378,8.656,8.397,8.764,9.817,11.686,13.777,15.294,15.558,14.435,12.655,11.191,10.563,11.363,14.134,19.578,27.949,39.117,51.086,62.467,71.691,78.891,83.997,87.755,90.144,91.386,91.279,91.386,,
143 Pale Navy Blue,25.872,27.3,29.372,31.681,32.8,34.014,36.623,39.197,40.398,41.118,42.808,44.571,45.53,45.384,45.025,44.523,43.231,41.889,40.487,38.856,36.723,34.147,31.329,28.678,25.911,22.976,20.173,17.801,15.852,14.331,12.841,11.141,9.352,7.738,6.51,5.832,5.573,5.627,5.621,5.331,4.848,4.281,3.78,3.408,3.281,3.527,4.229,5.532,7.285,9.181,10.381,10.344,9.409,8.968,9.476,11.559,16.078,23.315,31.811,40.615,,
144 No Colour Blue,55.149,58.27,61.283,66.426,70.312,71.208,72.656,76.321,79.868,79.7,77.527,77.185,79.431,80.782,79.269,76.382,73.969,73.612,73.331,71.233,67.788,64.044,61.181,58.857,55.863,51.798,47.273,42.963,39.475,36.54,33.357,29.248,24.773,20.418,17.031,14.721,13.396,12.603,11.774,10.504,9.117,7.806,6.705,5.914,5.595,5.707,6.408,7.633,9.125,10.494,11.004,10.463,9.402,9.028,9.232,10.507,13.526,18.167,23.509,29.044,,
147 Apricot,19.8,19.477,19.2,19.227,19.191,18.797,18.191,17.76,17.585,17.295,17.115,17.291,18.038,19.074,20.053,20.95,21.925,23.39,25.059,26.543,27.57,28.171,28.87,29.922,31.51,33.34,35.144,37.03,39.041,40.995,42.779,44.433,47.178,52.536,61.165,70.709,77.812,82.452,84.606,85.272,85.858,86.735,88.038,89.615,90.662,90.628,89.696,88.47,87.296,87.104,87.431,88.517,90.289,91.787,92.157,91.922,91.209,89.615,88.175,87.651,,
148 Bright Rose,23.751,24.726,25.229,25.378,25.038,24.08,22.627,20.726,18.485,16.004,13.591,11.362,9.454,7.718,6.256,5.07,4.147,3.461,2.93,2.516,2.151,1.825,1.555,1.392,1.36,1.477,1.676,1.875,1.934,1.794,1.544,1.383,1.484,2.123,3.967,8.39,15.912,26.372,37.342,46.526,53.518,58.861,63.385,67.61,71.41,74.75,77.415,79.354,80.452,81.244,81.252,81.404,81.772,82.596,83.243,84.234,85.428,86.427,86.742,87.547,,
151 Gold Tint,57.191,56.027,55.06,55.495,56.072,55.551,53.971,52.654,51.885,51.327,50.721,49.736,49.262,48.922,48.809,48.686,48.392,48.482,48.543,48.562,48.613,48.375,47.993,47.824,48.606,50.128,52.08,53.943,55.149,55.941,56.141,57.165,59.663,64.336,70.824,78.014,82.915,86.221,87.412,87.118,86.669,86.758,87.143,88.447,89.783,90.921,91.806,91.899,91.15,90.101,88.784,88.011,87.459,87.697,88.353,89.404,91.064,92.56,93.165,93.72,,
152 Pale Gold,55.186,56.238,55.688,54.832,55.264,56.772,56.943,55.231,54.065,54.173,54.707,53.939,52.185,50.887,50.791,51.782,52.267,51.938,50.804,50.44,51.147,52.76,54.483,55.604,56.095,56.31,57.167,59.261,62.028,65.251,68.227,70.475,72.558,74.773,78.438,82.584,86.1,89.257,90.586,90.654,90.06,88.877,88.066,88.212,88.835,90.073,91.334,92.079,92.179,91.739,90.854,89.692,89.157,88.79,88.899,89.569,90.5,91.576,91.868,92.187,,
153 Pale Salmon,62.975,65.416,68.007,67.41,64.689,63.215,64.167,65.316,63.774,60.437,57.266,55.898,55.696,55.379,53.911,51.265,48.544,46.847,46.266,46.646,46.73,46.55,45.559,44.637,44.385,45.311,47.11,49.541,51.886,53.051,53.092,52.918,54.004,57.844,64.588,72.143,78.327,83.002,86.507,88.425,89.215,89.087,88.453,87.77,87.488,87.884,88.629,89.328,90.195,90.966,91.624,91.466,91.215,90.511,89.913,89.095,88.432,88.183,88.279,88.254,,
154 Pale Rose,65.191,64.292,65.2,65.856,65.73,65.704,65.46,64.116,62.647,62.711,62.886,62.011,59.671,57.727,57.153,57.793,58.252,57.653,56.186,55.233,55.135,56.008,56.763,57.49,58.122,58.847,59.693,61.167,62.798,64.265,65.405,66.722,68.923,73.064,78.759,83.808,86.646,87.565,87.3,86.949,87.402,88.905,90.6,92.286,93.13,93.1,91.761,90.274,88.748,87.768,88.057,88.823,90.205,91.397,92.536,93.207,92.772,92.283,91.486,90.552,,
156 Chocolate,30.289,29.237,26.962,23.886,21.437,19.248,16.802,14.434,12.645,11.32,10.029,8.912,8.091,7.758,7.847,8.26,8.761,9.208,9.696,10.492,11.967,14.295,17.157,20.146,23.169,26.018,27.72,27.679,25.581,22.26,18.886,16.422,15.631,16.742,19.642,23.848,28.087,31.655,33.832,34.421,33.937,32.805,31.36,29.969,29.238,29.745,31.588,34.481,37.55,39.784,39.643,36.451,32.163,29.907,29.684,32.174,38.234,46.765,55.802,63.67,,
157 Pink,33.479,34.875,35.896,35.999,35.87,35.694,35.064,33.598,31.408,28.994,26.323,23.691,21.318,19.093,17.053,15.243,13.729,12.585,11.728,11.124,10.637,10.334,10.115,10.165,10.6,11.439,12.462,13.739,15.125,16.471,17.683,19.153,21.43,26.192,34.435,45.142,55.475,64.179,70.821,75.276,78.081,79.91,81.802,84.305,86.636,88.753,89.681,89.754,88.691,87.151,86.275,85.408,85.637,86.519,88.054,89.524,90.798,91.508,91.785,91.051,,
158 Deep Orange,1.025,0.967,0.921,0.871,0.806,0.724,0.625,0.518,0.427,0.349,0.28,0.221,0.176,0.144,0.127,0.115,0.111,0.117,0.134,0.173,0.243,0.362,0.519,0.689,0.926,1.437,2.66,5.467,10.619,17.644,24.526,30.27,35.501,41.626,48.337,54.817,59.749,64.334,69.281,73.881,77.448,79.226,79.577,80.008,80.922,82.345,83.346,84.095,83.701,83.08,83.09,83.18,83.541,84.313,84.962,85.319,85.448,85.945,86.578,86.871,,
159 No Colour Straw,72.335,70.753,71.301,72.443,72.968,72.194,71.138,70.27,70.845,72.451,74.582,76.979,78.404,79.399,79.84,80.177,80.682,81.882,83.056,84.296,85.056,85.903,85.635,85.553,85.754,86.477,87.179,88.461,89.496,90.429,90.588,90.657,90.491,90.199,90.082,89.821,90.029,89.772,90.322,90.584,90.839,91.067,91.276,91.284,91.334,91.376,91.083,91.257,90.784,90.736,90.894,90.899,90.987,91.03,91.43,91.202,91.379,91.591,91.972,92,,
161 Slate Blue,61.225,64.661,67.656,71.506,75.441,78.342,79.738,81.784,84.188,84.487,81.944,79.504,79.161,79.426,78.166,74.299,69.629,66.252,63.854,61.688,58.006,53.548,48.666,43.847,39.263,34.694,30.573,27.294,24.89,22.83,20.486,17.512,14.181,11.281,9.195,8.119,8.059,8.654,9.464,9.826,9.495,8.595,7.46,6.459,5.984,6.39,7.915,11.197,16.304,22.9,29.099,32.497,32.844,33.64,35.307,38.917,46.382,56.77,66.368,73.494,,
162 Bastard Amber,60.023,59.622,58.785,59.416,60.685,61.527,62.127,62.277,61.465,61.049,60.814,60.323,58.42,56.55,55.833,56.263,56.473,55.637,54.298,54.011,54.918,57.305,59.292,60.643,61.131,61.85,62.872,64.742,67.034,70.109,73.523,76.228,78.767,81.765,84.834,87.519,88.444,87.602,85.839,84.294,83.741,84.619,86.117,87.482,88.053,88.149,87.152,86.135,85.038,84.307,83.256,81.168,78.605,77.845,78.026,79.506,82.759,86.282,88.234,89.513,,
164 Flame Red,1.334,1.262,1.214,1.218,1.268,1.343,1.404,1.444,1.448,1.425,1.398,1.368,1.358,1.38,1.433,1.508,1.6,1.707,1.812,1.908,1.941,1.931,1.897,1.931,2.051,2.219,2.284,2.087,1.625,1.105,0.704,0.468,0.409,0.576,1.283,3.803,10.256,23.003,39.872,55.358,65.78,71.792,75.711,79.061,81.881,84.038,84.908,85.017,84.274,83.569,83.634,83.946,84.952,86.487,88.152,89.569,90.22,90.274,90.125,89.224,,
165 Daylight Blue,56.666,59.889,64.601,70.053,72.985,74.735,78.678,83.288,84.306,81.947,79.707,80.738,81.662,79.714,74.996,71.157,69.185,67.529,64.254,59.147,54.068,50.11,46.52,42.504,37.273,31.533,26.656,23.416,21.174,19.328,17.016,13.979,10.77,8.127,6.385,5.514,5.397,5.695,6.029,5.952,5.452,4.703,3.929,3.341,3.105,3.372,4.3,6.195,9.109,12.661,15.448,15.977,14.787,14.322,14.848,17.166,22.762,31.548,41.079,49.711,,
169 Lilac Tint,72.404,71.159,72.867,75.808,76.251,74.442,73.708,75.383,77.508,77.899,76.101,74.664,74.952,76.032,76.699,75.591,73.18,71.071,70.072,69.899,69.367,68.173,65.662,62.905,60.744,59.429,58.176,56.87,54.886,51.954,49.046,46.845,46.039,47.028,49.259,52.391,55.585,58.599,61.223,62.833,63.628,63.875,63.67,63.632,64.152,65.816,68.357,71.836,75.351,78.787,81.266,83.262,84.477,85.527,86.518,87.429,88.334,88.902,89.631,89.78,,
170 Deep Lavender,48.679,50.664,52.966,53.533,53.535,54.099,55.193,54.936,53.737,52.921,52.285,51.542,50.196,48.747,47.232,45.499,43.738,41.767,39.939,38.042,35.616,32.985,30.06,27.27,24.974,23.11,21.554,20.145,18.75,17.44,16.266,15.525,15.277,15.608,16.685,18.446,20.894,23.804,26.692,29.08,30.715,31.38,31.399,31.28,31.718,33.455,36.824,41.942,48.173,55.039,62.125,68.632,74.238,78.525,81.549,83.434,84.027,84.326,84.871,85.324,,
172 Lagoon Blue,27.74,32.702,36.416,40.47,43.619,45.891,49.62,53.263,55.73,58.024,59.011,60.082,61.931,65.241,68.801,70.274,69.551,68.855,68.557,67.342,63.609,58.94,54.529,50.716,46.032,40.083,33.91,28.546,23.963,19.569,14.97,10.462,6.828,4.25,2.662,1.711,1.171,0.807,0.536,0.332,0.207,0.139,0.105,0.09,0.088,0.102,0.128,0.176,0.232,0.273,0.275,0.235,0.189,0.172,0.189,0.263,0.475,0.978,1.955,3.595,,
174 Dark Steel Blue,63.48,67.802,70.752,71.821,73.857,77.021,79.455,80.72,81.291,81.034,79.881,80.338,80.864,79.867,76.613,73.803,72.748,72.236,69.896,65.662,61.229,58.423,56.177,53.202,48.698,43.293,38.755,35.764,34.016,32.504,30.343,26.969,22.968,19.359,16.855,15.673,15.818,16.942,18.294,18.864,18.442,17.193,15.447,14.022,13.453,14.322,17.014,21.981,28.969,37.077,44.68,49.797,51.872,53.876,56.441,60.593,66.584,72.802,77.675,80.808,,
176 Loving Amber,41.191,41.201,41.355,41.375,41.113,40.253,39.225,37.687,36.426,35.19,33.803,32.715,31.697,31.036,30.446,29.837,29.106,28.565,28.194,28.081,27.888,27.687,27.194,26.907,27.343,28.671,30.538,32.873,34.898,36.016,36.1,36.621,38.576,44.472,54.341,65.953,75.063,80.852,84.075,85.241,85.594,86.328,87.269,88.57,89.473,90.387,89.946,89.578,88.551,87.894,87.46,87.659,88.477,89.372,90.549,91.413,91.878,91.887,91.638,90.956,,
179 Chrome Orange,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.021,0.061,0.22,0.826,2.459,5.487,9.245,12.74,15.337,17.264,19.337,21.941,25.15,28.389,30.79,32.004,33.241,35.789,40.865,48.924,58.745,67.833,74.631,79.495,82.628,84.552,85.384,86.321,87.01,88.002,88.712,88.632,88.045,87.227,86.685,86.412,87.246,88.181,89.335,90.458,90.662,90.183,88.682,87.58,86.649,86.236,87.041,88.207,89.588,,
180 Dark Lavender,45.43,47.582,49.824,54.041,57.58,60.023,62.897,64.845,64.468,63.079,60.973,57.618,53.666,50.262,46.262,41.179,35.792,31.006,26.329,21.329,16.417,12.591,9.781,7.855,6.312,4.899,3.636,2.622,1.883,1.382,1.087,0.935,0.901,0.964,1.118,1.451,2.038,3.011,4.293,5.48,5.966,5.629,4.824,4.067,3.725,4.05,5.376,8.465,14.156,23.13,34.739,47.252,58.576,68.127,75.266,79.898,82.594,84.116,84.79,85.29,,
181 Congo Blue,9.697,11.548,13.35,15.138,16.976,19.38,21.633,23.002,23.907,23.319,21.504,19.516,16.915,13.921,11.054,8.455,6.162,4.287,2.757,1.618,0.841,0.399,0.186,0.094,0.053,0.031,0.017,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.019,0.05,0.102,0.148,0.155,0.132,0.101,0.079,0.076,0.098,0.182,0.411,0.978,2.036,3.358,4.254,4.554,4.893,5.707,7.621,11.868,18.829,27.543,,
182 Light Red,0.417,0.437,0.446,0.448,0.446,0.438,0.413,0.379,0.331,0.274,0.221,0.174,0.137,0.105,0.083,0.065,0.051,0.041,0.034,0.027,0.024,0.022,0.024,0.026,0.028,0.033,0.04,0.053,0.077,0.12,0.198,0.312,0.473,0.739,1.27,2.382,4.337,7.751,13.235,21.321,31.319,41.52,49.666,55.883,60.924,65.469,68.275,69.955,70.854,71.557,72.381,73.196,73.827,74.176,74.842,75.637,76.332,76.766,76.759,76.35,,
