nm,002 Rose Pink,003 Lavender Tint,004 Medium Bastard Amber,007 Pale Yellow,008 Dark Salmon,009 Pale Amber Gold,010 Medium Yellow,013 Straw Tint,015 Deep Straw,017 Surprise Peach,019 Fire,020 Medium Amber,021 Gold Amber,022 Dark Amber,024 Scarlet,025 Sunset Red,026 Bright Red,027 Medium Red,029 Plasa Red,035 Light Pink,036 Medium Pink,046 Dark Magenta,048 Rose Purple,049 Medium Purple,052 Light Lavender,053 Paler Lavender,058 Lavender,061 Mist Blue,063 Pale Blue,068 Sky Blue,071 Tokyo Blue,075 Evening Blue,079 Just Blue,085 Deeper Blue,088 Lime Green,089 Moss Green,090 Dark Yellow Green,100 Spring Yellow,101 Yellow,102 Light Amber,103 Straw,104 Deep Amber,105 Orange,106 Primary Red,107 Light Rose,108 English Rose,109 Light Salmon,110 Middle Rose,111 Dark Pink,113 Magenta,115 Peacock Blue,116 Medium Blue Green,117 Steel Blue,118 Light Blue,119 Dark Blue,120 Deep Blue,121 Lee Green,122 Fern Green,124 Dark Green,126 Mauve,127 Smokey Pink,128 Bright Pink,130 Clear,131 Marine Blue,132 Medium Blue,134 Golden Amber,135 Deep Golden Amber,136 Pale Lavender,137 Special Lavender,138 Pale Green,139 Primary Green,140 Summer Blue,141 Bright Blue,142 Pale Violet,143 Pale Navy Blue,144 No Colour Blue,147 Apricot,148 Bright Rose,151 Gold Tint,152 Pale Gold,153 Pale Salmon,154 Pale Rose,156 Chocolate,157 Pink,158 Deep Orange,159 No Colour Straw,161 Slate Blue,162 Bastard Amber,164 Flame Red,165 Daylight Blue,169 Lilac Tint,170 Deep Lavender,172 Lagoon Blue,174 Dark Steel Blue,176 Loving Amber,179 Chrome Orange,180 Dark Lavender,181 Congo Blue,182 Light Red,183 Moonlight Blue,184 Cosmetic Peach,186 Cosmetic Silver Rose,187 Cosmetic Rouge,188 Cosmetic Highlight,189 Cosmetic Silver Moss,191 Cosmetic Aqua Blue,192 Flesh Pink,194 Surprise Pink,195 Zenith Blue,196 True Blue,197 Alice Blue,198 Palace Blue,199 Regal Blue,200 Double C T Blue,201 Full C T Blue,202 Half C T Blue,203 Quarter C T Blue,204 Full C T Orange,205 Half C T Orange,206 Quarter C T Orange,207 Full C T Orange 3nd,208 Full C T Orange 6nd,209 0 3nd,210 0 6nd,211 0 9nd,212 L C T Yellow Y1,213 White Flame Green,217 Blue Diffusion,218 Eighth C T Blue,219 Lee Fluorescent Green,221 Blue Frost,223 Eighth C T Orange,224 Daylight Blue Frost,225 Neutral Density Frost,226 Lee U V,230 Super Correction L C T Yellow,232 Super Correction W F Green,236 H M I To Tungsten,237 C I D To Tungsten,238 C S I To Tungsten,239 Polariser,241 Lee Fluorescent 5700 Kelvin,242 Lee Fluorescent 4300 Kelvin,243 Lee Fluorescent 3600 Kelvin,244 Lee Plus Green,245 Half Plus Green,246 Quarter Plus Green,247 Lee Minus Green,248 Half Minus Green,249 Quarter Minus Green,269 Lee Heat Shield,278 Eighth Plus Green,279 Eighth Minus Green,281 Three Quarter C T Blue,283 One And A Half C T Blue,285 Three Quarter C T Orange,286 One And A Half C T Orange,287 Double C T Orange,298 0 15nd,299 1 2nd,322 Soft Green,323 Jade,327 Forest Green,328 Follies Pink,332 Special Rose Pink,343 Special Medium Lavender,345 Fuchsia Pink,352 Glacier Blue,353 Lighter Blue,354 Special Steel Blue,363 Special Medium Blue,366 Cornflower,441 Full C T Straw,442 Half C T Straw,443 Quarter C T Straw,444 Eighth C T Straw,500 Double New Colour Blue,501 New Colour Blue Robertson Blue,502 Half New Colour Blue,503 Quarter New Colour Blue,504 Waterfront Green,505 Sally Green,506 Marlene,507 Madge,508 Midnight Maya,525 Argent Blue,550 Ald Gold,600 Arctic White,601 Silver,602 Platinum,603 Moonlight White,642 Half Mustard Yellow,650 Industry Sodium,651 Hi Sodium,652 Urban Sodium,653 Lo Sodium,700 Perfect Lavender,702 Special Pale Lavender,703 Cold Lavender,704 Lily,705 Lily Frost,706 King Fals Lavender,707 Ultimate Violet,708 Cool Lavender,709 Electric Lilac,710 Spir Special Blue,711 Cold Blue,712 Bedford Blue,713 J Winter Blue,714 Elysian Blue,715 Cabana Blue,716 Mikkel Blue,717 Shanklin Frost,718 Half Shanklin Frost,719 Colour Wash Blue,720 Durham Daylight Frost,721 Berry Blue,722 Bray Blue,723 Virgin Blue,724 Ocean Blue,725 Old Steel Blue,727 Qfd Blue,728 Steel Green,729 Scuba Blue,730 Liberty Green,731 Dirty Ice,733 Damp Squib,735 Velvet Green,736 Twickenham Green,738 Jas Green,740 Aurora Borealis Green,741 Mustard Yellow,742 Bram Brown,744 Dirty White,746 Brown,747 Easy White,748 Seedy Pink,749 Hampshire Rose,750 Durham Frost,763 Wheat,764 Sun Colour Straw,765 Lee Yellow,767 Oklahoma Yellow,768 Egg Yolk Yellow,770 Burnt Yellow,773 Cardbox Amber,774 Soft Amber Key 1,775 Soft Amber Key 2,776 Nectarine,777 Rust,778 Millennium Gold,779 Bastard Pink,780 As Golden Amber,781 Terry Red,787 Marius Red,789 Blood Red,790 Moroccan Pink,791 Moroccan Frost,793 Vanity Fair,794 Pretty N Pink,795 Magical Magenta,797 Deep Purple,798 Chrysalis Pink,799 Special Kh Lavender
405,0.65319,0.81601,0.48606,0.52540,0.16769,0.40915,0.00013,0.30205,0.00041,0.15992,0.00552,0.21109,0.02372,0.00527,0.14002,0.04181,0.00117,0.00541,0.00014,0.68442,0.57846,0.07867,0.37551,0.25910,0.60074,0.73475,0.41528,0.75129,0.75280,0.41381,0.08531,0.44521,0.24685,0.07950,0.02788,0.02769,0.00204,0.00107,0.00045,0.11036,0.55429,0.00761,0.00386,0.00287,0.50175,0.34847,0.54039,0.62410,0.55310,0.07402,0.37098,0.06522,0.78778,0.48376,0.14579,0.06841,0.03020,0.04789,0.03119,0.24147,0.15153,0.38351,0.88000,0.42296,0.26638,0.08238,0.00010,0.65196,0.69767,0.24204,0.00017,0.61426,0.35979,0.62537,0.25872,0.55149,0.19800,0.23751,0.57191,0.55186,0.62975,0.65191,0.30289,0.33479,0.01025,0.72335,0.61225,0.60023,0.01334,0.56666,0.72404,0.48679,0.27740,0.63480,0.41191,0.00010,0.45430,0.09697,0.00417,0.35517,0.53970,0.60780,0.48752,0.59938,0.53388,0.62207,0.52273,0.49162,0.15531,0.56295,0.35888,0.11370,0.31437,0.45896,0.62901,0.75455,0.80346,0.16015,0.38537,0.56791,0.08239,0.04140,0.47185,0.21664,0.10587,0.43095,0.44582,0.58126,0.85642,0.25377,0.55968,0.70444,0.43222,0.29149,0.59312,0.13243,0.04301,0.12911,0.12418,0.19230,0.35673,0.35551,0.30813,0.35818,0.39205,0.58576,0.68903,0.70336,0.71781,0.81538,0.90290,0.79768,0.83005,0.71061,0.58842,0.22313,0.07821,0.03968,0.65249,0.07280,0.24567,0.16860,0.00365,0.52366,0.20860,0.33893,0.46511,0.48762,0.55254,0.46344,0.21438,0.36401,0.15557,0.35917,0.54763,0.71168,0.52265,0.66933,0.75576,0.82356,0.57885,0.01146,0.49208,0.00010,0.22688,0.50256,0.03168,0.14187,0.26028,0.16144,0.34093,0.00033,0.08554,0.15503,0.02611,0.00010,0.32216,0.72976,0.51653,0.73163,0.68436,0.33162,0.16155,0.70153,0.57692,0.43401,0.31184,0.34782,0.06589,0.27372,0.34478,0.15561,0.65815,0.76174,0.37262,0.66614,0.31262,0.15469,0.29792,0.62005,0.74332,0.00405,0.46364,0.00672,0.57689,0.53391,0.47800,0.00265,0.00010,0.00017,0.00391,0.00010,0.00689,0.15102,0.00086,0.20821,0.21431,0.67621,0.89372,0.39648,0.25846,0.36335,0.00019,0.00021,0.00014,0.39592,0.45941,0.30205,0.27448,0.00010,0.01384,0.24917,0.00010,0.00751,0.00010,0.00010,0.44915,0.48269,0.28667,0.66264,0.46376,0.18719,0.33591,0.16649
410,0.67660,0.81760,0.47409,0.49370,0.16965,0.39845,0.00010,0.29182,0.00018,0.15307,0.00521,0.18852,0.02184,0.00492,0.14687,0.04024,0.00148,0.00446,0.00015,0.70383,0.58349,0.07405,0.38317,0.28190,0.59803,0.76573,0.44066,0.79184,0.74322,0.46708,0.11249,0.48565,0.28771,0.10331,0.01852,0.02400,0.00245,0.00053,0.00025,0.09016,0.54506,0.00480,0.00349,0.00323,0.51180,0.34071,0.55904,0.63680,0.54937,0.07874,0.42078,0.09711,0.79131,0.52918,0.18547,0.09515,0.02395,0.04050,0.02750,0.25543,0.14869,0.38227,0.88000,0.43156,0.31015,0.07968,0.00010,0.68500,0.69845,0.22309,0.00014,0.64593,0.41738,0.66679,0.27300,0.58270,0.19477,0.24726,0.56027,0.56238,0.65416,0.64292,0.29237,0.34875,0.00967,0.70753,0.64661,0.59622,0.01262,0.59889,0.71159,0.50664,0.32702,0.67802,0.41201,0.00010,0.47582,0.11548,0.00437,0.41359,0.53985,0.61206,0.48166,0.60150,0.51958,0.63221,0.54708,0.50680,0.18929,0.59297,0.39251,0.13791,0.38181,0.50030,0.65673,0.79245,0.81618,0.17015,0.39937,0.57924,0.08353,0.04236,0.46735,0.22161,0.10977,0.49828,0.50673,0.58252,0.83551,0.23326,0.56667,0.69630,0.44953,0.29465,0.72559,0.14972,0.06360,0.14592,0.13344,0.19865,0.36752,0.37760,0.31634,0.36625,0.39473,0.58148,0.68191,0.68816,0.70143,0.81138,0.90908,0.79611,0.83755,0.73444,0.62907,0.24098,0.07985,0.04021,0.67342,0.07614,0.24386,0.17138,0.00435,0.52706,0.20952,0.37501,0.47760,0.52185,0.60950,0.49575,0.26797,0.39538,0.13127,0.32444,0.54100,0.68165,0.54990,0.68653,0.74751,0.81061,0.59741,0.00706,0.49513,0.00010,0.25256,0.55730,0.02528,0.15902,0.25629,0.17232,0.35574,0.00023,0.07114,0.15191,0.01934,0.00010,0.35433,0.73128,0.54689,0.72689,0.70022,0.35761,0.19452,0.73003,0.60689,0.46827,0.34246,0.44798,0.09345,0.31089,0.39169,0.20176,0.68437,0.77551,0.40033,0.69641,0.36573,0.19084,0.33483,0.66360,0.78483,0.01063,0.47673,0.01542,0.56415,0.53077,0.46971,0.00346,0.00010,0.00010,0.00418,0.00010,0.00888,0.12477,0.00086,0.20094,0.21805,0.66860,0.89453,0.44716,0.31711,0.34084,0.00015,0.00018,0.00010,0.39168,0.45563,0.29808,0.26643,0.00010,0.01297,0.24241,0.00010,0.00692,0.00010,0.00010,0.45866,0.48849,0.29769,0.68391,0.48039,0.20500,0.36632,0.19680
415,0.70203,0.82307,0.46137,0.48125,0.17287,0.39210,0.00010,0.28404,0.00013,0.14375,0.00508,0.15918,0.02020,0.00464,0.15167,0.03928,0.00171,0.00357,0.00018,0.69636,0.58242,0.06963,0.38984,0.29517,0.59628,0.76761,0.45899,0.82456,0.77448,0.51491,0.13914,0.53841,0.33292,0.12776,0.01292,0.02103,0.00275,0.00030,0.00017,0.07561,0.54397,0.00318,0.00335,0.00344,0.51192,0.33776,0.57184,0.63501,0.56040,0.08119,0.45794,0.12232,0.78920,0.57832,0.21903,0.12486,0.01927,0.03418,0.02335,0.27215,0.14756,0.38828,0.88000,0.43128,0.34397,0.07821,0.00010,0.69824,0.73714,0.20744,0.00013,0.66896,0.47903,0.67266,0.29372,0.61283,0.19200,0.25229,0.55060,0.55688,0.68007,0.65200,0.26962,0.35896,0.00921,0.71301,0.67656,0.58785,0.01214,0.64601,0.72867,0.52966,0.36416,0.70752,0.41355,0.00010,0.49824,0.13350,0.00446,0.46376,0.54125,0.61507,0.47717,0.60170,0.50758,0.63601,0.54657,0.52044,0.22689,0.63948,0.41462,0.15869,0.42730,0.53960,0.67194,0.78612,0.83723,0.17876,0.40743,0.58835,0.08462,0.04295,0.46661,0.22594,0.11217,0.51161,0.53647,0.58497,0.84735,0.21535,0.56740,0.69700,0.46270,0.29834,0.78558,0.16513,0.08178,0.16233,0.14226,0.20020,0.37820,0.39621,0.32498,0.36843,0.39451,0.58370,0.70295,0.68074,0.70603,0.80324,0.90235,0.77383,0.85011,0.75298,0.65678,0.24965,0.08107,0.04033,0.69446,0.07743,0.23780,0.16992,0.00497,0.51563,0.21389,0.39014,0.50552,0.54714,0.65520,0.53075,0.30775,0.41136,0.11318,0.29629,0.53273,0.66063,0.56242,0.69623,0.77160,0.82981,0.58204,0.00465,0.51163,0.00010,0.28268,0.59030,0.02084,0.17151,0.24724,0.18141,0.37102,0.00019,0.06054,0.15082,0.01464,0.00010,0.38703,0.73671,0.56692,0.75910,0.71176,0.37633,0.22690,0.73905,0.64358,0.49221,0.36729,0.51269,0.11587,0.34480,0.43209,0.25132,0.70301,0.78576,0.41238,0.71453,0.39419,0.22734,0.36502,0.67833,0.80044,0.01995,0.48126,0.02568,0.55678,0.52910,0.46417,0.00378,0.00010,0.00010,0.00418,0.00010,0.01077,0.10600,0.00091,0.19596,0.21709,0.66979,0.89531,0.47332,0.35088,0.33791,0.00013,0.00016,0.00010,0.39226,0.45479,0.29580,0.26447,0.00010,0.01239,0.23457,0.00010,0.00652,0.00010,0.00010,0.46601,0.49330,0.30757,0.68954,0.48959,0.22228,0.39125,0.22454
420,0.70237,0.82379,0.44439,0.46353,0.17291,0.39182,0.00011,0.28543,0.00010,0.13187,0.00519,0.13361,0.01889,0.00437,0.15157,0.03990,0.00190,0.00288,0.00019,0.68431,0.58334,0.06367,0.39816,0.29969,0.62367,0.75130,0.48666,0.82438,0.81691,0.55278,0.16345,0.58422,0.38643,0.15696,0.00971,0.01899,0.00303,0.00022,0.00013,0.06537,0.54674,0.00233,0.00333,0.00358,0.51347,0.33957,0.56253,0.63362,0.57064,0.08428,0.47663,0.14633,0.81618,0.62947,0.25520,0.15759,0.01595,0.02924,0.02000,0.28578,0.14359,0.39484,0.88000,0.42843,0.38802,0.07824,0.00010,0.68488,0.77561,0.19182,0.00011,0.69525,0.53716,0.69478,0.31681,0.66426,0.19227,0.25378,0.55495,0.54832,0.67410,0.65856,0.23886,0.35999,0.00871,0.72443,0.71506,0.59416,0.01218,0.70053,0.75808,0.53533,0.40470,0.71821,0.41375,0.00010,0.54041,0.15138,0.00448,0.51049,0.54207,0.61889,0.47506,0.60135,0.49692,0.64171,0.53157,0.53981,0.27378,0.68162,0.43807,0.17763,0.47193,0.56189,0.68801,0.77206,0.85074,0.18563,0.41115,0.59032,0.08632,0.04366,0.47919,0.22985,0.11556,0.51493,0.53605,0.58640,0.88133,0.20183,0.56821,0.71212,0.47147,0.30192,0.84037,0.17816,0.09783,0.17177,0.14776,0.20000,0.38773,0.39613,0.33205,0.36272,0.39421,0.58227,0.71514,0.67731,0.70954,0.79267,0.89392,0.77253,0.84406,0.76431,0.66950,0.24664,0.08236,0.04047,0.68956,0.07714,0.22833,0.16719,0.00564,0.51791,0.21523,0.40973,0.53024,0.57748,0.67773,0.57157,0.33655,0.41493,0.09948,0.27931,0.50843,0.65537,0.58436,0.71725,0.81425,0.86189,0.56070,0.00339,0.51496,0.00010,0.30416,0.61088,0.01759,0.17932,0.24009,0.18909,0.38462,0.00017,0.05311,0.15050,0.01148,0.00010,0.41482,0.75581,0.57551,0.78238,0.71958,0.39497,0.26254,0.73804,0.66046,0.50724,0.39870,0.56304,0.13885,0.37634,0.47774,0.30719,0.72576,0.80522,0.42273,0.73041,0.42435,0.26711,0.38592,0.69594,0.79556,0.03207,0.48571,0.03858,0.54736,0.52294,0.46034,0.00389,0.00010,0.00010,0.00409,0.00010,0.01256,0.09362,0.00094,0.19001,0.21241,0.67227,0.89701,0.49082,0.36182,0.34111,0.00016,0.00015,0.00010,0.38966,0.45345,0.29360,0.27046,0.00010,0.01183,0.22519,0.00010,0.00611,0.00010,0.00010,0.46931,0.49801,0.30544,0.68141,0.48910,0.23707,0.41661,0.24689
425,0.68656,0.82218,0.43078,0.44637,0.17005,0.39360,0.00010,0.29314,0.00010,0.11968,0.00550,0.11255,0.01757,0.00403,0.14832,0.04161,0.00200,0.00245,0.00022,0.68803,0.58238,0.05781,0.40965,0.31024,0.65319,0.76404,0.51667,0.81333,0.81035,0.58993,0.19094,0.60753,0.43115,0.19426,0.00802,0.01754,0.00324,0.00021,0.00012,0.05855,0.54588,0.00185,0.00338,0.00361,0.51678,0.34116,0.54978,0.64028,0.56570,0.08876,0.50088,0.16988,0.85366,0.65612,0.30325,0.20376,0.01384,0.02594,0.01753,0.29568,0.13488,0.39277,0.88000,0.42746,0.43517,0.07868,0.00010,0.68125,0.77234,0.17873,0.00010,0.71823,0.56588,0.74185,0.32800,0.70312,0.19191,0.25038,0.56072,0.55264,0.64689,0.65730,0.21437,0.35870,0.00806,0.72968,0.75441,0.60685,0.01268,0.72985,0.76251,0.53535,0.43619,0.73857,0.41113,0.00010,0.57580,0.16976,0.00446,0.53907,0.54221,0.61882,0.47186,0.60111,0.48789,0.64502,0.53119,0.55752,0.32078,0.68657,0.46057,0.19513,0.52102,0.56942,0.71503,0.79112,0.85002,0.18744,0.41320,0.58957,0.08701,0.04496,0.49613,0.23246,0.11842,0.52841,0.53085,0.58766,0.90286,0.19316,0.56864,0.72762,0.47820,0.30597,0.87524,0.18398,0.10852,0.17492,0.14765,0.20097,0.39564,0.39009,0.33373,0.36348,0.39509,0.58887,0.69685,0.67278,0.69663,0.79393,0.90050,0.80172,0.83919,0.77328,0.67890,0.24557,0.08318,0.04064,0.67553,0.07612,0.22406,0.16485,0.00628,0.53994,0.21199,0.45266,0.53294,0.61003,0.70093,0.58006,0.36714,0.43658,0.09086,0.27137,0.48845,0.66750,0.61726,0.74158,0.82782,0.87241,0.55706,0.00283,0.49911,0.00010,0.31882,0.64941,0.01554,0.18670,0.22837,0.19735,0.39820,0.00018,0.04855,0.15135,0.00955,0.00010,0.44598,0.77191,0.57794,0.77657,0.73155,0.40749,0.30606,0.74676,0.65524,0.52989,0.41544,0.60618,0.15876,0.40424,0.53148,0.37548,0.73982,0.80671,0.45294,0.73916,0.46136,0.30480,0.41050,0.73668,0.80358,0.04563,0.49078,0.05032,0.54177,0.51107,0.45644,0.00394,0.00010,0.00010,0.00387,0.00010,0.01394,0.08556,0.00097,0.18420,0.20711,0.67436,0.89718,0.50580,0.36835,0.33895,0.00013,0.00012,0.00010,0.38874,0.45055,0.29061,0.27191,0.00010,0.01102,0.21683,0.00010,0.00579,0.00010,0.00010,0.46850,0.50168,0.30819,0.67881,0.49637,0.25113,0.44686,0.27858
430,0.67995,0.82716,0.42737,0.44144,0.16655,0.38930,0.00010,0.29672,0.00010,0.10770,0.00600,0.09126,0.01595,0.00371,0.14210,0.04369,0.00198,0.00230,0.00021,0.70833,0.57999,0.05429,0.42072,0.32307,0.65337,0.80341,0.53607,0.82295,0.78461,0.64379,0.22731,0.64456,0.48334,0.23549,0.00756,0.01702,0.00331,0.00021,0.00010,0.05501,0.54713,0.00168,0.00344,0.00358,0.51971,0.34027,0.55386,0.65035,0.54932,0.09311,0.52980,0.18454,0.87485,0.67724,0.35673,0.26502,0.01300,0.02488,0.01617,0.31385,0.12780,0.39118,0.88000,0.43581,0.47317,0.07943,0.00010,0.69969,0.77404,0.17484,0.00010,0.73913,0.61807,0.76791,0.34014,0.71208,0.18797,0.24080,0.55551,0.56772,0.63215,0.65704,0.19248,0.35694,0.00724,0.72194,0.78342,0.61527,0.01343,0.74735,0.74442,0.54099,0.45891,0.77021,0.40253,0.00010,0.60023,0.19380,0.00438,0.56441,0.54284,0.62035,0.46972,0.60311,0.48259,0.64871,0.54040,0.56781,0.37430,0.69473,0.48207,0.21072,0.54892,0.58624,0.73280,0.82805,0.84800,0.18383,0.41466,0.58852,0.08742,0.04625,0.50086,0.23576,0.12250,0.53985,0.53381,0.58892,0.88760,0.18871,0.56930,0.72852,0.48317,0.31056,0.86847,0.18641,0.11327,0.17822,0.14597,0.20218,0.40512,0.39841,0.33238,0.37423,0.39505,0.59478,0.68089,0.66392,0.68880,0.80464,0.91552,0.81802,0.84248,0.77946,0.69512,0.24914,0.08265,0.04063,0.66722,0.07478,0.22668,0.16781,0.00697,0.54657,0.20904,0.49186,0.52549,0.63793,0.73894,0.58887,0.39804,0.46569,0.08652,0.26504,0.48788,0.68422,0.63833,0.75219,0.81276,0.85813,0.57858,0.00269,0.48179,0.00010,0.34744,0.71833,0.01442,0.19623,0.21129,0.20454,0.40550,0.00016,0.04680,0.15318,0.00854,0.00010,0.48514,0.77045,0.58566,0.77425,0.74385,0.41710,0.35696,0.77216,0.65744,0.55561,0.41327,0.63632,0.17928,0.43441,0.57886,0.45719,0.74395,0.80667,0.47952,0.74964,0.48800,0.34999,0.44385,0.78109,0.82677,0.05937,0.49443,0.06238,0.54173,0.50537,0.45618,0.00393,0.00010,0.00010,0.00349,0.00010,0.01496,0.08202,0.00102,0.18310,0.20089,0.66678,0.89982,0.50507,0.37557,0.32805,0.00013,0.00013,0.00010,0.38946,0.44460,0.28457,0.26496,0.00010,0.00974,0.20770,0.00010,0.00533,0.00010,0.00010,0.46882,0.50547,0.31580,0.68970,0.50594,0.26736,0.48003,0.31511
435,0.69090,0.84006,0.42812,0.44657,0.16078,0.37821,0.00010,0.29185,0.00010,0.09590,0.00647,0.07212,0.01438,0.00325,0.13056,0.04516,0.00176,0.00238,0.00019,0.71287,0.57496,0.05157,0.42997,0.32436,0.64758,0.80742,0.55783,0.84028,0.79370,0.70119,0.26085,0.70374,0.55088,0.27909,0.00818,0.01757,0.00347,0.00025,0.00010,0.05503,0.55090,0.00177,0.00341,0.00330,0.51642,0.33607,0.55658,0.64938,0.53738,0.09527,0.54155,0.21184,0.86470,0.71484,0.40423,0.31980,0.01367,0.02638,0.01648,0.33345,0.12192,0.39508,0.88000,0.45394,0.51432,0.07948,0.00010,0.71977,0.80705,0.18217,0.00010,0.75787,0.68645,0.77083,0.36623,0.72656,0.18191,0.22627,0.53971,0.56943,0.64167,0.65460,0.16802,0.35064,0.00625,0.71138,0.79738,0.62127,0.01404,0.78678,0.73708,0.55193,0.49620,0.79455,0.39225,0.00010,0.62897,0.21633,0.00413,0.61783,0.54210,0.61908,0.47097,0.60293,0.48120,0.65162,0.53430,0.57582,0.43335,0.72835,0.50838,0.22265,0.57101,0.61089,0.73337,0.83914,0.84973,0.17926,0.41389,0.58824,0.08811,0.04686,0.49004,0.24071,0.12667,0.53874,0.54325,0.59075,0.85918,0.19013,0.56900,0.71320,0.48951,0.31453,0.86709,0.19242,0.11775,0.18343,0.14732,0.20343,0.41368,0.41357,0.33606,0.37899,0.39328,0.59051,0.69666,0.66085,0.70107,0.81634,0.92133,0.79593,0.84407,0.78734,0.71706,0.25129,0.08053,0.03931,0.67609,0.07240,0.23774,0.18004,0.00769,0.53618,0.20884,0.50613,0.53622,0.66492,0.77922,0.62826,0.43237,0.47858,0.08774,0.26237,0.50465,0.69672,0.64868,0.74882,0.79560,0.84816,0.60311,0.00300,0.48425,0.00010,0.38182,0.76468,0.01428,0.20607,0.19346,0.21232,0.40878,0.00015,0.04821,0.15348,0.00834,0.00010,0.51629,0.77357,0.59897,0.80470,0.75399,0.43054,0.40441,0.79010,0.68842,0.57628,0.42032,0.66432,0.21022,0.46734,0.62925,0.53992,0.75480,0.82067,0.48252,0.76317,0.51460,0.40515,0.46579,0.80543,0.85607,0.08394,0.49775,0.08362,0.55434,0.51424,0.45932,0.00446,0.00010,0.00010,0.00307,0.00010,0.01597,0.08328,0.00104,0.18599,0.19489,0.65685,0.89813,0.49613,0.38352,0.32036,0.00012,0.00012,0.00010,0.38742,0.43860,0.27888,0.25395,0.00010,0.00848,0.20029,0.00010,0.00479,0.00010,0.00010,0.46809,0.50507,0.31661,0.70774,0.51012,0.28647,0.50320,0.34631
440,0.71375,0.84540,0.42768,0.45844,0.15198,0.36930,0.00010,0.28530,0.00010,0.08509,0.00678,0.05773,0.01307,0.00283,0.11468,0.04585,0.00151,0.00255,0.00016,0.69370,0.56160,0.04970,0.44066,0.31739,0.66292,0.78054,0.58680,0.85146,0.83306,0.72816,0.28312,0.73885,0.59274,0.31710,0.01008,0.01919,0.00371,0.00030,0.00012,0.05833,0.55189,0.00210,0.00329,0.00287,0.50525,0.32904,0.53696,0.64008,0.53145,0.09503,0.55836,0.24064,0.85212,0.75595,0.44057,0.36134,0.01615,0.03067,0.01852,0.34127,0.11486,0.39863,0.88000,0.47418,0.55912,0.07904,0.00010,0.71465,0.83031,0.19776,0.00010,0.77254,0.70553,0.79050,0.39197,0.76321,0.17760,0.20726,0.52654,0.55231,0.65316,0.64116,0.14434,0.33598,0.00518,0.70270,0.81784,0.62277,0.01444,0.83288,0.75383,0.54936,0.53263,0.80720,0.37687,0.00010,0.64845,0.23002,0.00379,0.67156,0.54103,0.62026,0.47385,0.60302,0.48625,0.65549,0.50221,0.59030,0.47664,0.76138,0.52533,0.22384,0.59855,0.62931,0.72947,0.81959,0.85392,0.17726,0.40815,0.58565,0.08748,0.04651,0.48212,0.24403,0.12763,0.53355,0.55331,0.59082,0.84915,0.20023,0.56941,0.69594,0.49588,0.32036,0.89090,0.20432,0.12501,0.19313,0.15472,0.21155,0.41876,0.41864,0.34579,0.36988,0.39146,0.57550,0.72261,0.66733,0.71844,0.81470,0.91265,0.77199,0.84437,0.80167,0.72732,0.24708,0.07748,0.03722,0.70155,0.06863,0.25211,0.19627,0.00836,0.52381,0.20549,0.50986,0.55431,0.68534,0.78708,0.65855,0.45525,0.47117,0.09377,0.26691,0.51748,0.69124,0.65931,0.74944,0.80143,0.85481,0.61073,0.00378,0.49410,0.00010,0.39753,0.76380,0.01516,0.20966,0.17847,0.22024,0.41421,0.00015,0.05241,0.15215,0.00896,0.00010,0.53176,0.78438,0.61127,0.82375,0.76163,0.44554,0.42698,0.78899,0.72193,0.58512,0.42781,0.68521,0.23260,0.48819,0.65861,0.59021,0.77026,0.83003,0.48286,0.77123,0.53322,0.43924,0.47905,0.80230,0.86272,0.11591,0.49897,0.10774,0.56908,0.53286,0.46906,0.00551,0.00010,0.00010,0.00261,0.00010,0.01762,0.08966,0.00097,0.18679,0.18752,0.64825,0.89849,0.49397,0.38470,0.31661,0.00010,0.00012,0.00013,0.38127,0.42978,0.26989,0.24661,0.00010,0.00712,0.19271,0.00010,0.00423,0.00010,0.00010,0.46599,0.50015,0.30699,0.70987,0.51133,0.29854,0.51615,0.36415
